FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.6557489,POINT (16.349803566958823 48.205523705551236),6557489,,7,Döblergassse 2,12,0
FAHRRADABSTELLANLAGEOGD.6557490,POINT (16.370388001001167 48.173052731086365),6557490,,10,Arthaberplatz 18,6,0
FAHRRADABSTELLANLAGEOGD.6557491,POINT (16.38791792632198 48.24615531517984),6557491,,22,Donauinselplatz,20,0
FAHRRADABSTELLANLAGEOGD.6557492,POINT (16.388021134274158 48.24605354700985),6557492,,22,Donauinselplatz,20,0
FAHRRADABSTELLANLAGEOGD.6557493,POINT (16.350377334185076 48.1959280716978),6557493,,6,Königseggasse 2,8,0
FAHRRADABSTELLANLAGEOGD.6557494,POINT (16.380620868663115 48.21573158005355),6557494,,2,Schmelzgasse 2,8,0
FAHRRADABSTELLANLAGEOGD.6557495,POINT (16.341664928757872 48.21701768730271),6557495,,17,Hernalser Gürtel ggü. 47,6,0
FAHRRADABSTELLANLAGEOGD.6557496,POINT (16.345726942269277 48.197646806404656),6557496,,7,Zieglergasse 4,6,0
FAHRRADABSTELLANLAGEOGD.6557497,POINT (16.34536587380203 48.198327766930625),6557497,,7,Zieglergasse 8,8,0
FAHRRADABSTELLANLAGEOGD.6557498,POINT (16.35133194730363 48.1953962951989),6557498,,6,Esterhazygasse 16,2,0
FAHRRADABSTELLANLAGEOGD.6557499,POINT (16.351340262802804 48.19531007050994),6557499,,6,Esterhazygasse 13,2,0
FAHRRADABSTELLANLAGEOGD.6557500,POINT (16.382230864953577 48.215520520886294),6557500,,2,Große Mohrengasse 11-13,8,0
FAHRRADABSTELLANLAGEOGD.6557501,POINT (16.347063838014666 48.20426034086207),6557501,,7,Burggasse 71,10,0
FAHRRADABSTELLANLAGEOGD.6557502,POINT (16.34560186162381 48.214233546805495),6557502,,8,Feldgasse 6-8,8,0
FAHRRADABSTELLANLAGEOGD.6557503,POINT (16.35282443042038 48.19223890156413),6557503,,6,Turmburggasse 5,8,0
FAHRRADABSTELLANLAGEOGD.6557504,POINT (16.36023764310122 48.20056713626832),6557504,,6,Königsklostergasse 6,8,0
FAHRRADABSTELLANLAGEOGD.6557505,POINT (16.347933036571 48.20784327381334),6557505,,8,Pfeilgasse 3,8,0
FAHRRADABSTELLANLAGEOGD.6557506,POINT (16.35204016600437 48.19205588870683),6557506,,6,Mollardgasse 18,4,0
FAHRRADABSTELLANLAGEOGD.6557507,POINT (16.310873005422792 48.21222890368896),6557507,,16,Huttengasse 87,6,0
FAHRRADABSTELLANLAGEOGD.6557508,POINT (16.386864619173494 48.16839716186674),6557508,,10,Absberggasse 42,6,0
FAHRRADABSTELLANLAGEOGD.6557509,POINT (16.365168809239158 48.222766046177476),6557509,,9,Hahngasse 35,6,0
FAHRRADABSTELLANLAGEOGD.6557510,POINT (16.38188091908235 48.15280081676167),6557510,,10,Favoritenstraße ggü. 241,24,0
FAHRRADABSTELLANLAGEOGD.6557511,POINT (16.31154344379252 48.18989319067242),6557511,,14,Beckmanngasse 1,4,0
FAHRRADABSTELLANLAGEOGD.6557512,POINT (16.383029579161995 48.15817432002427),6557512,,10,Favoritenstraße 233,20,0
FAHRRADABSTELLANLAGEOGD.6557513,POINT (16.398689680241638 48.22968745656788),6557513,,2,Wehlistraße 127-129,8,0
FAHRRADABSTELLANLAGEOGD.6557514,POINT (16.32427173130081 48.2216860254319),6557514,,17,Rötzergasse 65,6,0
FAHRRADABSTELLANLAGEOGD.6557515,POINT (16.40828754404672 48.19537305357945),6557515,,3,Schlachthausgasse 17,6,0
FAHRRADABSTELLANLAGEOGD.6557516,POINT (16.37709845778072 48.2161454372528),6557516,,2,Hollandstraße 11,18,0
FAHRRADABSTELLANLAGEOGD.6557517,POINT (16.355525505710336 48.21243253545299),6557517,,8,Landesgerichtsstraße 9,6,0
FAHRRADABSTELLANLAGEOGD.6557518,POINT (16.35546187723071 48.21240776536935),6557518,,8,Landesgerichtsstraße 9,6,0
FAHRRADABSTELLANLAGEOGD.6557519,POINT (16.3199887135741 48.21751338921886),6557519,,17,Wattgasse 48,6,0
FAHRRADABSTELLANLAGEOGD.6557520,POINT (16.368443013667832 48.2033532121645),6557520,,1,"Operngasse 1, ggü. Operngasse 6",6,0
FAHRRADABSTELLANLAGEOGD.6557521,POINT (16.318126346796742 48.217574308721446),6557521,,16,Wurlitzergasse 58,6,0
FAHRRADABSTELLANLAGEOGD.6557522,POINT (16.356859899112212 48.24169707839177),6557522,,19,Gebhardtgasse 10,8,0
FAHRRADABSTELLANLAGEOGD.6557523,POINT (16.266815362095773 48.13549214216012),6557523,,23,Kaiser-Franz-Josef-Straße 17,4,0
FAHRRADABSTELLANLAGEOGD.6557524,POINT (16.283978872774952 48.13409466080823),6557524,,23,Franz-Parsche-Gasse 8,42,0
FAHRRADABSTELLANLAGEOGD.6557525,POINT (16.31955345327616 48.2134503062321),6557525,,16,Ottakringer Straße 117,6,0
FAHRRADABSTELLANLAGEOGD.6557526,POINT (16.346586642697087 48.21221702234335),6557526,,8,Florianigasse 43,8,0
FAHRRADABSTELLANLAGEOGD.6557527,POINT (16.34678459623437 48.212543508179635),6557527,,8,Schlesingerplatz 4,6,0
FAHRRADABSTELLANLAGEOGD.6557528,POINT (16.356603082724103 48.204892137734376),6557528,,7,Museumstraße 3,8,0
FAHRRADABSTELLANLAGEOGD.6557529,POINT (16.353884112332285 48.22341651537543),6557529,,9,Nußdorfer Straße 10-12,10,0
FAHRRADABSTELLANLAGEOGD.6557530,POINT (16.403306238276276 48.24826569887414),6557530,,21,Birnersteig,22,0
FAHRRADABSTELLANLAGEOGD.6557531,POINT (16.403404627043816 48.248550411476636),6557531,,21,Birnersteig,60,0
FAHRRADABSTELLANLAGEOGD.6557532,POINT (16.40350309277472 48.24889185996199),6557532,,21,Birnersteig,16,0
FAHRRADABSTELLANLAGEOGD.6557533,POINT (16.416776815030502 48.24207686243595),6557533,,22,Arbeiterstrandbadstraße 91,8,0
FAHRRADABSTELLANLAGEOGD.6557534,POINT (16.416862156267577 48.242037479024184),6557534,,22,Arbeiterstrandbadstraße 91,24,0
FAHRRADABSTELLANLAGEOGD.6557535,POINT (16.416783480615113 48.24209735049142),6557535,,22,Arbeiterstrandbadstraße 91,4,0
FAHRRADABSTELLANLAGEOGD.6557536,POINT (16.32541731480113 48.180151205866984),6557536,,12,Singrienergasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6557537,POINT (16.32946206784164 48.180781036591256),6557537,,12,Füchselhofgasse 1,16,0
FAHRRADABSTELLANLAGEOGD.6557538,POINT (16.370050004861657 48.19474897859081),6557538,,4,Taubstummengasse 17,6,0
FAHRRADABSTELLANLAGEOGD.6557539,POINT (16.356160686186595 48.20297312943339),6557539,,7,Kirchberggasse 4,8,0
FAHRRADABSTELLANLAGEOGD.6557540,POINT (16.341013151401068 48.199491923267665),6557540,,7,Kaiserstraße 30,6,0
FAHRRADABSTELLANLAGEOGD.6557541,POINT (16.339635042741598 48.21407041928554),6557541,,17,Thelemangasse 1,8,0
FAHRRADABSTELLANLAGEOGD.6557542,POINT (16.3538508981983 48.19361037502673),6557542,,6,"Spörlingasse 1, Linke Wienzeile",8,0
FAHRRADABSTELLANLAGEOGD.6557024,POINT (16.357673589882673 48.1945184543425),6557024,,5,Zeinlhofergasse 14,6,0
FAHRRADABSTELLANLAGEOGD.6557025,POINT (16.365269982209448 48.202529993561605),6557025,,1,Elisabethstraße 16,8,0
FAHRRADABSTELLANLAGEOGD.6557026,POINT (16.280798870446166 48.204316169575534),6557026,,14,Flötzersteig 143-147,8,0
FAHRRADABSTELLANLAGEOGD.6557027,POINT (16.285603325975373 48.205376028962135),6557027,,14,Flötzersteig 119,4,0
FAHRRADABSTELLANLAGEOGD.6557028,POINT (16.294907942898003 48.20737407811753),6557028,,16,Flötzersteig 55,6,0
FAHRRADABSTELLANLAGEOGD.6557029,POINT (16.366507083974938 48.208390207813984),6557029,,1,Herrengasse 2-4,10,0
FAHRRADABSTELLANLAGEOGD.6557030,POINT (16.346825196469247 48.21159062123814),6557030,,8,Krotenthallergasse 1,6,0
FAHRRADABSTELLANLAGEOGD.6557031,POINT (16.286746796964167 48.190807519719655),6557031,,13,Hietzinger Kai 111,8,0
FAHRRADABSTELLANLAGEOGD.6557032,POINT (16.329854520458973 48.191431792741284),6557032,,15,Mariahilfer Straße 195,6,0
FAHRRADABSTELLANLAGEOGD.6557033,POINT (16.329283758022726 48.19152534747432),6557033,,15,Mariahilfer Straße 180,6,0
FAHRRADABSTELLANLAGEOGD.6557034,POINT (16.333611158178368 48.1928342334492),6557034,,15,Mariahilfer Straße 167,4,0
FAHRRADABSTELLANLAGEOGD.6557035,POINT (16.33355218863036 48.19302679727964),6557035,,15,Mariahilfer Straße 160,6,0
FAHRRADABSTELLANLAGEOGD.6557036,POINT (16.334369036183084 48.19346894753906),6557036,,15,Mariahilfer Straße 161,6,0
FAHRRADABSTELLANLAGEOGD.6557037,POINT (16.333971667394707 48.22120361182389),6557037,,17,Dornerplatz ggü. 4,16,0
FAHRRADABSTELLANLAGEOGD.6557038,POINT (16.363101768776552 48.19569968817956),6557038,,4,Preßgasse 18,6,0
FAHRRADABSTELLANLAGEOGD.6557039,POINT (16.365797145240837 48.187588414082),6557039,,4,Rainergasse 30,6,0
FAHRRADABSTELLANLAGEOGD.6557040,POINT (16.367345781667186 48.189333238823835),6557040,,4,Schönburgstraße 12,4,0
FAHRRADABSTELLANLAGEOGD.6557041,POINT (16.44508002418297 48.16021307005539),6557041,,11,Otmar-Brix-Gasse 1,12,0
FAHRRADABSTELLANLAGEOGD.6557042,POINT (16.407191975103114 48.220716938678116),6557042,,2,Hillerstraße 12,16,0
FAHRRADABSTELLANLAGEOGD.6557043,POINT (16.40973101340059 48.21776572360428),6557043,,2,Ausstellungsstraße 50,8,0
FAHRRADABSTELLANLAGEOGD.6557044,POINT (16.342027757107182 48.210016753496326),6557044,,8,Stolzenthalergasse 19,8,0
FAHRRADABSTELLANLAGEOGD.6557045,POINT (16.346577581912197 48.21739070962581),6557045,,9,Lazarettgasse 27,10,0
FAHRRADABSTELLANLAGEOGD.6557046,POINT (16.33791590046213 48.21777449403897),6557046,,17,Jörgerstraße 26,6,0
FAHRRADABSTELLANLAGEOGD.6557047,POINT (16.326387932144605 48.190924219637594),6557047,,15,Schwendergasse ggü. 33,6,0
FAHRRADABSTELLANLAGEOGD.6557048,POINT (16.334691439754064 48.21386535999395),6557048,,15,Weyprechtgasse 6,6,0
FAHRRADABSTELLANLAGEOGD.6557049,POINT (16.502422279664607 48.22486473350895),6557049,,22,Sonnenallee 37,8,0
FAHRRADABSTELLANLAGEOGD.6557050,POINT (16.332261503161394 48.200749918941035),6557050,,15,Hütteldorfer Straße 2H,6,0
FAHRRADABSTELLANLAGEOGD.6557051,POINT (16.333266840848513 48.226661545062626),6557051,,18,Staudgasse 87,8,0
FAHRRADABSTELLANLAGEOGD.6557052,POINT (16.358309098907778 48.22772173799487),6557052,,9,Wiesengasse 24,6,0
FAHRRADABSTELLANLAGEOGD.6557053,POINT (16.326774532110054 48.20233849756493),6557053,,15,Schweglerstraße-/Guntherstraße,10,0
FAHRRADABSTELLANLAGEOGD.6557054,POINT (16.393634324602026 48.175274321282856),6557054,,10,Gudrunstraße 13,10,0
FAHRRADABSTELLANLAGEOGD.6557055,POINT (16.331360227894695 48.22091795496277),6557055,,17,Beheimgasse 62,6,0
FAHRRADABSTELLANLAGEOGD.6557056,POINT (16.348621960432745 48.23710390203656),6557056,,19,Peter-Jordan-Straße 2,8,0
FAHRRADABSTELLANLAGEOGD.6557057,POINT (16.348549201316526 48.22740370713273),6557057,,18,Semperstraße 35,8,0
FAHRRADABSTELLANLAGEOGD.6557058,POINT (16.268016128145415 48.14768580673925),6557058,,23,"Dreiständegasse 2, Maurer-Lange-Gasse",4,0
FAHRRADABSTELLANLAGEOGD.6557059,POINT (16.418905881514156 48.22948532556196),6557059,,22,Schüttaustraße 18,4,0
FAHRRADABSTELLANLAGEOGD.6557060,POINT (16.330634897203517 48.20569316111389),6557060,,16,Fröbelgasse 11,10,0
FAHRRADABSTELLANLAGEOGD.6557061,POINT (16.321823961156095 48.21941530637091),6557061,,17,Wichtelgasse 67,10,0
FAHRRADABSTELLANLAGEOGD.6557062,POINT (16.33601685640069 48.18480405013015),6557062,,12,Schönbrunner Straße 205,10,0
FAHRRADABSTELLANLAGEOGD.6557063,POINT (16.374130481543972 48.18642876018916),6557063,,4,Südtiroler Platz 9,6,0
FAHRRADABSTELLANLAGEOGD.6557064,POINT (16.350183139697897 48.21325954325169),6557064,,8,Laudongasse 19,6,0
FAHRRADABSTELLANLAGEOGD.6557065,POINT (16.35479428289897 48.20546669535874),6557065,,7,Neustiftgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6557066,POINT (16.361553487168198 48.21505042922294),6557066,,9,Währinger Straße 2-4,10,0
FAHRRADABSTELLANLAGEOGD.6557067,POINT (16.36133985587916 48.21357523812373),6557067,,1,Universitätsring  ggü. 1,8,0
FAHRRADABSTELLANLAGEOGD.6557068,POINT (16.315524743464476 48.224394800424335),6557068,,17,Arzbergergasse 2,5,0
FAHRRADABSTELLANLAGEOGD.6557069,POINT (16.31572264958446 48.224326379524314),6557069,,17,Arzbergergasse 1,4,0
FAHRRADABSTELLANLAGEOGD.6557070,POINT (16.36123483069387 48.21359249569413),6557070,,1,Universitätsring 1,2,0
FAHRRADABSTELLANLAGEOGD.6557071,POINT (16.36118940302529 48.21370959092166),6557071,,1,Universitätsstraße 1,4,0
FAHRRADABSTELLANLAGEOGD.6557072,POINT (16.361088498789645 48.2137152336266),6557072,,1,Universitätsstraße 1,2,0
FAHRRADABSTELLANLAGEOGD.6557073,POINT (16.360941350756207 48.213732125047606),6557073,,1,Universitätsstraße 1,2,0
FAHRRADABSTELLANLAGEOGD.6557074,POINT (16.359302276073517 48.19101681943661),6557074,,5,Schloßgasse 21,8,0
FAHRRADABSTELLANLAGEOGD.6557075,POINT (16.382070420276232 48.22233063344112),6557075,,2,Klanggasse 4,6,0
FAHRRADABSTELLANLAGEOGD.6557076,POINT (16.36519532794075 48.201835906915015),6557076,,1,Schillerplatz ggü. 3,10,0
FAHRRADABSTELLANLAGEOGD.6557077,POINT (16.383158665790933 48.22515036342937),6557077,,2,Nordwestbahnstraße 1,8,0
FAHRRADABSTELLANLAGEOGD.6557078,POINT (16.360929687995807 48.19212191983818),6557078,,5,Zeuggasse 1,8,0
FAHRRADABSTELLANLAGEOGD.6557079,POINT (16.30813929838064 48.204398836206764),6557079,,16,Huttengasse 19,4,0
FAHRRADABSTELLANLAGEOGD.6557080,POINT (16.33552976064298 48.22630922682369),6557080,,18,Vinzenzgasse 16,6,0
FAHRRADABSTELLANLAGEOGD.6557081,POINT (16.329012734437363 48.20056936752903),6557081,,15,Loeschenkohlgasse 13,6,0
FAHRRADABSTELLANLAGEOGD.6557082,POINT (16.398735990842763 48.25610352420039),6557082,,21,Franz-Jonas-Platz 12,8,0
FAHRRADABSTELLANLAGEOGD.6557083,POINT (16.353427096653824 48.20355514631864),6557083,,7,Sigmundsgasse 12,6,0
FAHRRADABSTELLANLAGEOGD.6557084,POINT (16.340052862280007 48.20392968294476),6557084,,7,Kaiserstraße 71,8,0
FAHRRADABSTELLANLAGEOGD.6557085,POINT (16.34314885338023 48.202163080412475),6557085,,7,Schottenfeldgasse 51,6,0
FAHRRADABSTELLANLAGEOGD.6557086,POINT (16.347312966533245 48.21334489893135),6557086,,8,Daungasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6557087,POINT (16.316508120624636 48.14157894131558),6557087,,23,Erlaaer Straße 102,18,0
FAHRRADABSTELLANLAGEOGD.6557088,POINT (16.31327782090899 48.22543813035605),6557088,,17,Frauenfelderstraße 6,4,0
FAHRRADABSTELLANLAGEOGD.6557089,POINT (16.337449540883522 48.20215850890283),6557089,,7,Urban-Loritz-Platz 2A,8,0
FAHRRADABSTELLANLAGEOGD.6557090,POINT (16.388556628031655 48.20523710317479),6557090,,3,Seidlgasse 37,6,0
FAHRRADABSTELLANLAGEOGD.6557091,POINT (16.39113280596934 48.20276276039911),6557091,,3,Rochusplatz 1,12,0
FAHRRADABSTELLANLAGEOGD.6557092,POINT (16.381591050227716 48.21782782367902),6557092,,2,Rotensterngasse 6,8,0
FAHRRADABSTELLANLAGEOGD.6557093,POINT (16.317266055728783 48.22273169440542),6557093,,17,Römergasse 83,6,0
FAHRRADABSTELLANLAGEOGD.6557094,POINT (16.30189504614475 48.234904642551534),6557094,,17,Czartoryskigasse ggü. 231,6,0
FAHRRADABSTELLANLAGEOGD.6557095,POINT (16.344446619896456 48.24482421353517),6557095,,19,Billrothstraße 88,4,0
FAHRRADABSTELLANLAGEOGD.6557096,POINT (16.358292320901306 48.22587769016138),6557096,,9,Marktgasse 14,8,0
FAHRRADABSTELLANLAGEOGD.6557097,POINT (16.269789635665518 48.243924311406985),6557097,,17,"Exelbergstraße 32, ggü. Parkplatzbrücke",12,0
FAHRRADABSTELLANLAGEOGD.6557098,POINT (16.40232496840509 48.26135655184076),6557098,,21,Floridsdorfer Markt ggü. 5/15,12,0
FAHRRADABSTELLANLAGEOGD.6557099,POINT (16.34550842514597 48.18686728264777),6557099,,5,Sankt-Johann-Gasse 1-5,10,0
FAHRRADABSTELLANLAGEOGD.6557100,POINT (16.345263481420993 48.18698949999302),6557100,,5,Sankt-Johann-Gasse 1-5,4,0
FAHRRADABSTELLANLAGEOGD.6557101,POINT (16.351263456708736 48.217459975651686),6557101,,9,Spitalgasse 17A,10,0
FAHRRADABSTELLANLAGEOGD.6557102,POINT (16.350109881255104 48.2233588097544),6557102,,9,Schlagergasse 6,10,0
FAHRRADABSTELLANLAGEOGD.6557103,POINT (16.40564384150254 48.19709867744969),6557103,,3,Lechnerstraße 17,4,0
FAHRRADABSTELLANLAGEOGD.6557104,POINT (16.46179011496702 48.15467069141445),6557104,,11,Svetelskystraße 6,6,0
FAHRRADABSTELLANLAGEOGD.6557105,POINT (16.34869282421933 48.214844499341936),6557105,,8,Skodagasse 32,6,0
FAHRRADABSTELLANLAGEOGD.6557106,POINT (16.34856679970345 48.21480270181216),6557106,,8,Skodagasse 32,6,0
FAHRRADABSTELLANLAGEOGD.6557107,POINT (16.34491410144905 48.21235105323984),6557107,,8,Florianigasse 50,4,0
FAHRRADABSTELLANLAGEOGD.6557108,POINT (16.35228920665505 48.20918222391297),6557108,,8,Lange Gasse 28,8,0
FAHRRADABSTELLANLAGEOGD.6557109,POINT (16.35232485692307 48.20890708666137),6557109,,8,Lange Gasse 31,8,0
FAHRRADABSTELLANLAGEOGD.6557110,POINT (16.35236997335963 48.208291249818544),6557110,,8,Zeltgasse 2,16,0
FAHRRADABSTELLANLAGEOGD.6557111,POINT (16.35246424228518 48.20864327154769),6557111,,8,Lange Gasse 22,8,0
FAHRRADABSTELLANLAGEOGD.6557112,POINT (16.35423528728381 48.237788087007466),6557112,,19,Döblinger Hauptstraße 54,8,0
FAHRRADABSTELLANLAGEOGD.6557113,POINT (16.390130373675586 48.21829577607375),6557113,,2,"Praterstern ggü. 1, ggü. Heinestraße 42",12,0
FAHRRADABSTELLANLAGEOGD.6557114,POINT (16.408360418111027 48.25476333449118),6557114,,21,Scheffelstraße 21,6,0
FAHRRADABSTELLANLAGEOGD.6557115,POINT (16.348040092335204 48.2143583149386),6557115,,8,Lederergasse 39,6,0
FAHRRADABSTELLANLAGEOGD.6557116,POINT (16.285175002176302 48.13463076225714),6557116,,23,Fröhlichgasse 68,8,0
FAHRRADABSTELLANLAGEOGD.6557117,POINT (16.285301908081383 48.13465425688727),6557117,,23,Fröhlichgasse 68,8,0
FAHRRADABSTELLANLAGEOGD.6557118,POINT (16.285424426195398 48.13468863137792),6557118,,23,"Fröhlichgasse 68, ggü. Karl-Sarg-Steg",8,0
FAHRRADABSTELLANLAGEOGD.6557119,POINT (16.384276721816104 48.20689958735066),6557119,,3,Gigergasse ggü. 8,2,0
FAHRRADABSTELLANLAGEOGD.6557120,POINT (16.38432181014051 48.20690778376871),6557120,,3,Gigergasse ggü. 8,8,0
FAHRRADABSTELLANLAGEOGD.6557121,POINT (16.38425412522886 48.206815824945764),6557121,,3,Gigergasse ggü. 8,6,0
FAHRRADABSTELLANLAGEOGD.6557122,POINT (16.361993435158254 48.201321342580535),6557122,,6,Rahlgasse 2,32,0
FAHRRADABSTELLANLAGEOGD.6557123,POINT (16.30972574889782 48.20192920704702),6557123,,14,Kuefsteingasse 42,4,0
FAHRRADABSTELLANLAGEOGD.6557124,POINT (16.338629028024798 48.20360173790475),6557124,,7,Wimbergergasse 14-16,6,0
FAHRRADABSTELLANLAGEOGD.6557125,POINT (16.359162814323135 48.219646694877376),6557125,,9,Harmoniegasse 2,8,0
FAHRRADABSTELLANLAGEOGD.6557126,POINT (16.35921236076189 48.22904951238127),6557126,,9,Althanstraße 14,8,0
FAHRRADABSTELLANLAGEOGD.6557127,POINT (16.338997767718347 48.20078171606118),6557127,,7,Kenyongasse 23-25,16,0
FAHRRADABSTELLANLAGEOGD.6557128,POINT (16.364608675895415 48.22337341411128),6557128,,9,Seegasse 15,6,0
FAHRRADABSTELLANLAGEOGD.6557129,POINT (16.36753769117807 48.22312817218441),6557129,,9,Roßauer Lände-U4 ggü. 27,8,0
FAHRRADABSTELLANLAGEOGD.6557130,POINT (16.37811652206514 48.21709599459401),6557130,,2,Tandelmarktgasse 4,6,0
FAHRRADABSTELLANLAGEOGD.6557131,POINT (16.36538924908989 48.23130782328011),6557131,,20,Denisgasse 25,6,0
FAHRRADABSTELLANLAGEOGD.6557132,POINT (16.382249642139268 48.21109437091264),6557132,,1,Julius-Raab-Platz 4,6,0
FAHRRADABSTELLANLAGEOGD.6557133,POINT (16.343909453336934 48.20912841564445),6557133,,8,Albertgasse 16,16,0
FAHRRADABSTELLANLAGEOGD.6557134,POINT (16.288766421222984 48.13848896707281),6557134,,23,Breitenfurter Straße 377,8,0
FAHRRADABSTELLANLAGEOGD.6557135,POINT (16.36172721724591 48.224492198581785),6557135,,9,Porzellangasse 54,6,0
FAHRRADABSTELLANLAGEOGD.6557136,POINT (16.274895622320294 48.164497084901264),6557136,,13,Grenzgasse ggü. 3,12,0
FAHRRADABSTELLANLAGEOGD.6557137,POINT (16.39541166972056 48.25528657706037),6557137,,21,Floridsdorfer Hauptstraße 27,10,0
FAHRRADABSTELLANLAGEOGD.6557138,POINT (16.338782733601317 48.21167756585405),6557138,,16,Lerchenfelder Gürtel ggü. 57,6,0
FAHRRADABSTELLANLAGEOGD.6557139,POINT (16.334554236121505 48.206252721350964),6557139,,16,Ludo-Hartmann-Platz ggü. 10,8,0
FAHRRADABSTELLANLAGEOGD.6557140,POINT (16.3285764697701 48.19108760545075),6557140,,15,Schwendergasse 19,4,0
FAHRRADABSTELLANLAGEOGD.6557141,POINT (16.384983571762618 48.216783518032976),6557141,,2,Zirkusgasse 36,6,0
FAHRRADABSTELLANLAGEOGD.6557142,POINT (16.398548095826705 48.22041185711516),6557142,,2,Wolfgang-Schmälzl-Gasse 12,18,0
FAHRRADABSTELLANLAGEOGD.6557143,POINT (16.363419188978103 48.20983274441188),6557143,,1,Minoritenplatz 5,8,0
FAHRRADABSTELLANLAGEOGD.6557144,POINT (16.372379984124404 48.228525893268355),6557144,,20,Petraschgasse 4-6,6,0
FAHRRADABSTELLANLAGEOGD.6557145,POINT (16.311219009690944 48.19914766830944),6557145,,14,Grassigasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6557146,POINT (16.370060796143655 48.20481215970812),6557146,,1,Führichgasse 4,8,0
FAHRRADABSTELLANLAGEOGD.6557147,POINT (16.39037018683089 48.1941922113496),6557147,,3,Schützengasse 26,4,0
FAHRRADABSTELLANLAGEOGD.6557148,POINT (16.369056164435403 48.19925096030659),6557148,,4,Resselgasse - Karlsplatz,8,0
FAHRRADABSTELLANLAGEOGD.6557149,POINT (16.36402915972225 48.199969915919155),6557149,,6,Millöckergasse 6,8,0
FAHRRADABSTELLANLAGEOGD.6557150,POINT (16.354374334653038 48.2099640521152),6557150,,8,Lenaugasse 5,4,0
FAHRRADABSTELLANLAGEOGD.6557151,POINT (16.325908460153464 48.198842193359006),6557151,,15,Hütteldorfer Straße 67,6,0
FAHRRADABSTELLANLAGEOGD.6557153,POINT (16.365888505460834 48.21165236502552),6557153,,1,Freyung ggü. 4,8,0
FAHRRADABSTELLANLAGEOGD.6557154,POINT (16.27261972375968 48.18561851719825),6557154,,13,"Trazerberggasse 57B, Meytensgasse",6,0
FAHRRADABSTELLANLAGEOGD.6557155,POINT (16.386018899563283 48.213183572819496),6557155,,2,Untere Donaustraße 31,12,0
FAHRRADABSTELLANLAGEOGD.6557156,POINT (16.392965651794302 48.20060484979618),6557156,,3,Landstraßer Hauptstraße 71,6,0
FAHRRADABSTELLANLAGEOGD.6557157,POINT (16.407253378820798 48.19430246535622),6557157,,3,Markhofgasse 1-9,12,0
FAHRRADABSTELLANLAGEOGD.6557158,POINT (16.286645300340314 48.19082125642698),6557158,,13,Hietzinger Kai 111,16,0
FAHRRADABSTELLANLAGEOGD.6557159,POINT (16.332377014808184 48.21835812176402),6557159,,17,Kalvarienberggasse 29,6,0
FAHRRADABSTELLANLAGEOGD.6557160,POINT (16.357759009552254 48.21336385630174),6557160,,1,Liebiggasse 5,4,0
FAHRRADABSTELLANLAGEOGD.6557161,POINT (16.35740336829018 48.21341401484268),6557161,,1,Liebiggasse 5,4,0
FAHRRADABSTELLANLAGEOGD.6557162,POINT (16.357134185549725 48.22454193002747),6557162,,9,Liechtensteinstraße 69,16,0
FAHRRADABSTELLANLAGEOGD.6557163,POINT (16.36066590296089 48.219642932360145),6557163,,9,Liechtensteinstraße 31,10,0
FAHRRADABSTELLANLAGEOGD.6557164,POINT (16.326520056745593 48.21522529642042),6557164,,17,Lorenz-Bayer-Platz ggü. 1,6,0
FAHRRADABSTELLANLAGEOGD.6557165,POINT (16.35486410902746 48.22465615006387),6557165,,9,Alserbachstraße 4-4A,8,0
FAHRRADABSTELLANLAGEOGD.6557166,POINT (16.263296511171077 48.178076437312725),6557166,,13,"Gemeindeberggasse 26, Friedhof Ober-St.-Veit",6,0
FAHRRADABSTELLANLAGEOGD.6557167,POINT (16.344264979300952 48.289420300993456),6557167,,19,Donaustraße ggü. 19,12,0
FAHRRADABSTELLANLAGEOGD.6557168,POINT (16.35103074098701 48.22979666600709),6557168,,9,Sporkenbühelgasse 6,8,0
FAHRRADABSTELLANLAGEOGD.6557169,POINT (16.385391211873273 48.269985200853725),6557169,,21,Lorettoplatz 5,6,0
FAHRRADABSTELLANLAGEOGD.6557170,POINT (16.320657632446796 48.243770417093025),6557170,,19,Krottenbachstraße 120,8,0
FAHRRADABSTELLANLAGEOGD.6557171,POINT (16.326371924351786 48.21264252186758),6557171,,16,Johann-Nepomuk-Berger-Platz ggü. 3,6,0
FAHRRADABSTELLANLAGEOGD.6557172,POINT (16.326050334750605 48.21243402604094),6557172,,16,Johann-Nepomuk-Berger-Platz ggü. 7,6,0
FAHRRADABSTELLANLAGEOGD.6557173,POINT (16.35798754912006 48.22920793200567),6557173,,9,Althanstraße 39-45,10,0
FAHRRADABSTELLANLAGEOGD.6557174,POINT (16.374005996138077 48.20532798148958),6557174,,1,Himmelpfortgasse 14,4,0
FAHRRADABSTELLANLAGEOGD.6557175,POINT (16.35838798052895 48.21799391919917),6557175,,9,Währinger Straße 13A,10,0
FAHRRADABSTELLANLAGEOGD.6557176,POINT (16.35532394738815 48.21668926690095),6557176,,9,Rotenhausgasse ggü. 4,10,0
